userid,comment,count_feed_id
485556432.0,"semoga menang iphone xr, samsung note 10 ato ipad air 2 @defams @yunigj @listiaemmawati",94
1857378705.0,Bingung mau cari perlengkapan rumah tangga yang murah dan Berkualitas? Cek toko kita yuk @sofiastore_,88
340421153.0,Wish me luck 🙏 @yusioei @julia_paopao @santy_oneng,72
1903896209.0,"Gamis, tunik, cardigan, blouse, setelan wanita, blazer, cuma di @trya_store kualitas terbaik harga terjangkau, buruan cek storenya💞",65
464865543.0,Mau @ikanrmlprtm16 @risadwrydi @intanberthaa,49
831279697.0,Skincare Korea ORI 100% 💕 NO KW-KW ❌   FREE SAMPLE 💕 Klik Toko @le_petite,44
1928244373.0,"Semoga Laris terus ya kak 😍. Bantu Like dan Komen balik di postingan @cla_tumbler ya kak,mksih 👍",38
720863403.0,"Have a good day,wish me luck.💚❤️🧡@susi_santyal @helsa_fariel @deonsusanti ..DONE FOR LIKE ✓DONE FOR COMMENT✓DONE FOR FOLLOW @hutabaratsausan & @itsbeautyland ✓#giveaway #rekomendasiinfluencer #beauty",36
340421153.0,MAU 🙏 @yusioei @julia_paopao @santy_oneng,33
483046168.0,Aku pilih yang BYukk gengsss ikutan jugaaa @nabilaputric @deltaart21 @zahwasalsa_ komen yang banyakk dan jangan lupa juga follow @shopatblow #shopeekpop #shopeefeed #giveaway,32
1903896209.0,"Gamis, tunik, cardigan, baju atasan, blouse, setelan wanita, blazer, cuma di @trya_store kualitas terbaik harga terjangkau, buruan cek storenya💞",29
1871524984.0,kunfayakun jadi milik ku@ahmadhendrayadin@asriniwulandari@benazil,24
1133663077.0,Goodness,23
985923842.0,Slavina official shop Jual sepatu wanita import berkualitas ikuti toko kita dapat claim vocher@slavinaofficial,23
1178671413.0,DONE @azvi_vivin @imeldapasirian @ikenurmaidah10 @melindaratna @puputmirawati123,21
1532972922.0,B#1212GiveawayFeed@aliykhirana,19
1357834209.0,Olshop yang amanah...ramah...koleksinya cantik2 realpict...sukses trus ya @dyn_clothingline💕💕,18
1079944021.0,Like+komen balik ya kk mksih,18
2022228247.0,Terimakasih @shopee_id dan #dhiarcom yg udh ngadain #giveaway ini. Smg rejekinya selalu berlimpah dan selalu makmur. Aamiin. Semoga juga aku jd salah satu pemenang giveaway iPhone XR atau samsung note 10nya hehe aamiin@jeniinka @rifkaasuci @ferizali @ratnaayupermata.a @fauzanadima1 #ShopeeMegaElektronikSale#ShopeeForMen #ShopeeId,18
340421153.0,MAU KEDIRI 🙏 @yusioei @julia_paopao @santy_oneng,17
1701618561.0,MANTAP #SHOPEEFEED,16
1903894731.0,MAU Kak ❤️ Bismillahirrahmanirrahim semoga rejeki q @momazka25 @anisavirzia @kayyisaai,16
1904237819.0,"sepatu berkualitas dengan harga murah 😍, yaaa disini aja 👉	@thirteenstore13.id ✔️, yuk kepoin dulu sepatu kita banyak diskon menarik lo, masih dapet free kaos kaki lagi 😍, ya cuma di @thirteenstore13.id ✔️",16
854761468.0,B. Payung ☂️ #ShopeeFeed,15
1006601298.0,Siapa sihh yang gk MAU produk super duper berkualitas seperti ini... Pasti semua mau lahh.. Yuk buruan follow @kbeautylx.id Dan buruan ikutan @amyaniayam @sestuwida @fitricokicoki  @muhammadnurtiyan @acaah24 @aiylarasyid123 @nizarnurdiansyah08  #kbeautylx,15
420874348.0,Ada 2 perbedaan :▪Warna Baju dan Warna Handphone#ShopeeFeedGiveaway  #ShopeeFeed,15
323929590.0,Bismillah Semoga beruntung @pettroll @aisyahnuha1 @silviadamayanti05,15
340421153.0,Wish me luck 🙏 @yusioei @julia_paopao @santy_oneng @bapaor @novrizalsandra #beatricegiveaway,15
1178671413.0,Mau dong @azvi_vivin @ikenurmaidah10 #1212shopeetraktiriphone,15
1808448403.0,Bismillah semoga beruntung @nurulbaidoh @wildimaliki15 @vinisihombing28 #giveaway,15
305351372.0,"Cek 👗 DASTER BATIK kece di tokoku kk @ceisyagallery banyak diskon n vocher untuk kalian semua, tak lupa ada subsidi GRATIS ONGKIR jg 😉😊",14
92667728.0,Saling Dukung & Bantu LIKE + KOMEN Balik yuu kak ke. 2 Photo ( Postingan ) saya iya kakTerimakasihGood Luck,13
1357834209.0,BISMILLAH....smoga dpt rezeki giveaway @dynclothingline MAU BAJU GRATIS PILIH SENDIRI💃💃😘😘,13
1996459820.0,Hallo kak disini saya menawarkan jasa menaikan followers Shopee Untuk pemesanan bisa hubungi nomer whatsapp saya Whatsapp : 081224859881Dan untuk prosses menaikan followers hanya menggunakan unsername.Amanah aman terpercaya !!No tipu tipu !!,13
340421153.0,Wish me luck 🙏 @yusioei @julia_paopao,12
206978737.0,A.BOLA#ShopeeForMen #SFMGiveaway,12
139552891.0,"☆Done Follow kak , Yuk ikutan ☆@adityaazka202 @intan.clodi @irsyadmaulana959 #giveaway #rekomendasiinfluencer #fashion",12
